"credit_card_number","gender","occupation","transaction_hour","total_transactions","total_spent","average_transaction_value","fraud_transactions"
"3587044315915002","M","Clothing/textile technologist","19","81","9484.66","117.09456790123457","0"
"180094608895855","F","Forensic psychologist","19","26","1015.42","39.05461538461538","0"
"213174467670432","M","Podiatrist","19","84","4360.92","51.91571428571429","0"
"30266994494236","F","Chief Operating Officer","19","99","5344.54","53.98525252525253","0"
"36890292963032","F","Conservator, museum/gallery","19","18","578.4800000000001","32.137777777777785","0"
"30343344410970","M","Copywriter, advertising","20","48","2416.6","50.34583333333333","0"
"5501083170975659","M","Equities trader","20","43","3120.0299999999997","72.55883720930233","0"
"3577794103155425","F","Visual merchandiser","20","58","2492.62","42.97620689655172","0"
"4384910379661778","F","Naval architect","20","57","4035.52","70.79859649122807","0"
"4605902936394","M","Drilling engineer","20","12","975.51","81.2925","0"
"6011917798331152","M","Scientific laboratory technician","20","43","2239.57","52.083023255813956","0"
"5359543825610251","M","Engineer, drilling","20","123","7034.2","57.18861788617886","0"
"30560609640617","M","Town planner","20","71","3365.1900000000005","47.397042253521136","0"
"3502377050801561","F","Scientist, biomedical","20","52","3506.6800000000003","67.43615384615386","0"
"3530503964418806","M","Chemical engineer","20","21","1061.02","50.5247619047619","0"
"2720012583106919","M","Volunteer coordinator","21","104","12010.420000000002","115.48480769230771","0"
"3558881852140592","M","Geologist, engineering","21","52","2125.9100000000003","40.88288461538462","0"
"30491348102802","M","Librarian, public","21","23","824.4200000000001","35.84434782608696","0"
"213148039875802","F","Environmental consultant","21","85","14578.15","171.50764705882352","0"
"6506116513503136","F","Sports development officer","21","92","6426.16","69.8495652173913","0"
"4427805710168","F","Licensed conveyancer","21","85","2471.03","29.07094117647059","0"
"4294040533480516","F","Biomedical scientist","21","94","6761.62","71.93212765957446","0"
"347612609554823","M","Lexicographer","21","23","1042.14","45.3104347826087","0"
"4128730454058057622","F","Engineer, production","22","86","4282.32","49.794418604651156","0"
"501828204849","F","Buyer, industrial","22","30","2427.1","80.90333333333334","2"
"3538520143479972","F","Insurance underwriter","22","49","1932.2399999999998","39.433469387755096","0"
"342360239917375","F","Jewellery designer","22","17","4120.81","242.40058823529415","3"
"30181367542315","F","Local government officer","22","16","3526.79","220.424375","3"
"180056173248083","M","Emergency planning/management officer","22","74","6182.97","83.55364864864865","3"
"3541160328600277","M","Commercial/residential surveyor","22","167","15804.57","94.63814371257484","4"
"213175487106448","F","Physicist, medical","22","58","6420.96","110.70620689655172","3"
"30026790933302","M","Technical brewer","22","79","8046.460000000001","101.85392405063293","0"
"38588538868506","F","Lexicographer","23","125","5383.620000000001","43.068960000000004","0"
"6544734391390261","M","Community arts worker","23","95","5208.43","54.82557894736843","0"
"4306586894261180","F","Development worker, community","23","25","1660.35","66.414","0"
"4988304376504","M","Building surveyor","23","96","6954.58","72.44354166666666","2"
"6554245334757802","F","Sales executive","0","74","4769.0199999999995","64.44621621621621","1"
"4355790796238264643","M","Exhibition designer","0","64","4293.01","67.07828125","1"
"4092452671396169678","M","Engineer, biomedical","0","73","4067.7799999999997","55.72301369863013","0"
"6515067575568369","M","Land/geomatics surveyor","0","10","1462.76","146.276","1"
"6011542681743618","F","Engineer, mining","0","45","3629.6499999999996","80.65888888888888","1"
"2512312531485080","M","Producer, radio","0","45","2201.48","48.92177777777778","1"
"4040099974063068803","M","Administrator","1","61","5432.02","89.04950819672132","0"
"4809701904914","F","Chemical engineer","1","48","5521.86","115.03875","0"
"3592931352252641","M","Barrister's clerk","1","51","3401.3399999999992","66.69294117647057","1"
"3517814635263522","M","Chartered public finance accountant","1","36","1957.05","54.3625","2"
"36192615525683","F","Civil Service administrator","1","8","2874.7300000000005","359.34125000000006","3"
"3520550088202337","M","Freight forwarder","1","20","1007.7100000000002","50.38550000000001","0"
"3579200383632826","M","IT trainer","1","18","1636.98","90.94333333333333","0"
"30082025922891","F","Pilot, airline","1","84","5308.59","63.197500000000005","1"
"4836998673805450","F","Trade mark attorney","1","91","11359.060000000001","124.82483516483518","2"
"4914700582394237","M","Bookseller","1","28","2118.4800000000005","75.66000000000001","1"
"30118423745458","M","Drilling engineer","2","47","2716.56","57.79914893617021","2"
"4514242065619750","F","Pilot, airline","2","46","6056.539999999999","131.66391304347823","0"
"3560697798177746","M","Learning mentor","2","74","4270.23","57.7058108108108","1"
"4783226709001","F","Film/video editor","2","63","4605.9","73.10952380952381","2"
"676148621961","F","Materials engineer","2","40","3020.9","75.52250000000001","1"
"2703186189652095","F","Psychologist, counselling","2","38","3587.23","94.40078947368421","0"
"676118385837","F","Engineer, petroleum","2","53","5231.49","98.70735849056604","0"
"375767678113375","M","Waste management officer","2","79","4902.910000000001","62.062151898734186","0"
"4906628655840914250","M","Town planner","2","63","3304.4000000000005","52.450793650793656","0"
"676275912597","M","Chief Financial Officer","3","24","1826.45","76.10208333333334","0"
"30376238035123","F","Retail merchandiser","3","48","3499.3199999999997","72.90249999999999","0"
"4740713119940984","F","Pensions consultant","3","55","3537.2000000000003","64.31272727272727","0"
"4294930380592","F","Equality and diversity officer","3","95","5421.139999999999","57.06463157894736","1"
"4939976756738216","F","IT trainer","3","75","9339.68","124.52906666666667","0"
"4610050989831291","M","Garment/textile technologist","3","55","4207.38","76.49781818181819","0"
"4158008602445","F","Barrister","3","14","1044.1799999999998","74.5842857142857","0"
"3560246577314524","F","Textile designer","3","29","1383.69","47.71344827586207","0"
"4210078554961359092","F","Systems analyst","4","62","4898.63","79.01016129032259","0"
"2274911989136158","M","Materials engineer","4","18","1120.3899999999999","62.24388888888888","0"
"30092964733035","F","Advertising account executive","4","28","2783.149999999999","99.39821428571426","0"
"4102003771126577611","M","Probation officer","4","43","3712.0099999999998","86.32581395348836","0"
"4562827002127","M","Media planner","4","24","1392.52","58.02166666666667","0"
"213191402330021","M","Accountant, chartered public finance","5","33","1783.6599999999999","54.05030303030303","0"
"4873783502705038","F","Public house manager","5","56","6597.920000000001","117.82000000000002","0"
"3506592072985012","M","Engineer, communications","5","23","1180.0700000000002","51.30739130434783","0"
"3582754887089201","M","Magazine features editor","5","84","5912.179999999999","70.38309523809524","0"
"4208110975550360171","M","Audiological scientist","5","29","2510.98","86.5855172413793","0"
"6011477612335392","M","Designer, television/film set","5","33","1912.9699999999998","57.96878787878787","0"
"30135235368675","F","Engineer, production","5","46","5635.0","122.5","0"
"3538520143479972","F","Insurance underwriter","5","61","4298.6","70.4688524590164","0"
"4560004149983868183","F","Museum/gallery exhibitions officer","5","40","3819.0299999999997","95.47574999999999","0"
"2260801330657968","F","Accounting technician","5","27","1587.66","58.80222222222223","0"
"4169388510116","F","Database administrator","5","70","4651.25","66.44642857142857","0"
"4390966588600992777","M","Advertising copywriter","5","50","3300.0","66.0","0"
"2720433095629877","M","Engineer, electronics","6","53","3123.7599999999998","58.938867924528296","0"
"3521815216091574","M","Mental health nurse","6","56","4514.82","80.6217857142857","0"
"675945690716","F","Podiatrist","6","26","1654.4499999999998","63.6326923076923","1"
"3561212938177173","M","Minerals surveyor","6","13","604.81","46.52384615384615","0"
"4972228199573984","M","Quantity surveyor","6","25","2075.98","83.0392","0"
"4900628639996","M","Firefighter","6","65","3735.6","57.47076923076923","0"
"577588686219","M","Public relations account executive","6","25","1342.3400000000001","53.6936","0"
"4957924165498","M","Network engineer","6","58","3959.35","68.2646551724138","0"
"676372984911","F","Tourism officer","7","60","5059.27","84.32116666666667","0"
"4312133045694601139","M","Company secretary","7","27","1527.5600000000002","56.576296296296306","0"
"2222001896600109","F","Buyer, industrial","7","25","1913.39","76.5356","0"
"6506982560413523","F","Surgeon","7","31","3013.8099999999995","97.21967741935482","0"
"676148621961","F","Materials engineer","7","44","3543.41","80.53204545454545","0"
"2268221587779419","F","Teaching laboratory technician","7","6","621.36","103.56","0"
"4423489490781412","M","Agricultural consultant","7","69","4087.229999999999","59.23521739130433","0"
"4716561796955522","F","Water engineer","7","85","5907.42","69.49905882352941","0"
"180064817343047","F","Chartered public finance accountant","7","58","3668.4300000000003","63.24879310344828","0"
"371683116218417","F","Emergency planning/management officer","7","25","1575.1099999999997","63.00439999999999","0"
"3501365119557234","F","Educational psychologist","7","16","926.54","57.90875","0"
"3565196229855512","F","Investment banker, corporate","7","52","6672.25","128.3125","0"
"3506042666828517","F","Fine artist","7","69","4482.06","64.95739130434784","0"
"38859492057661","M","Nature conservation officer","8","19","1251.31","65.85842105263157","0"
"3561963695236764","M","Clinical biochemist","8","54","4237.61","78.47425925925926","0"
"370612217861404","F","Administrator, charities/voluntary organisations","8","33","3976.61","120.50333333333333","0"
"180046617132290","F","Teacher, secondary school","8","56","3618.9500000000007","64.62410714285716","0"
"6011399591920186","F","Radio producer","8","56","3789.55","67.67053571428572","0"
"4302475216404898","M","Community pharmacist","8","74","5181.59","70.0214864864865","0"
"4181833256558613886","F","Surveyor, land/geomatics","8","60","5687.889999999999","94.79816666666666","0"
"213114122496591","M","Music tutor","8","48","2542.29","52.964375","0"
"3595111028444131","M","Television floor manager","8","27","1773.2700000000002","65.67666666666668","0"
"6596735789587928","M","Licensed conveyancer","9","63","3396.7000000000003","53.91587301587302","0"
"38544312728630","F","Claims inspector/assessor","9","9","1029.95","114.4388888888889","0"
"2719496466799416","F","Hospital pharmacist","9","54","2588.37","47.93277777777777","0"
"4789911625179723","F","Research officer, trade union","9","8","723.96","90.495","0"
"4839043708100390","F","Geochemist","9","18","1061.48","58.971111111111114","0"
"4514242065619750","F","Pilot, airline","9","45","4906.75","109.03888888888889","0"
"213191402330021","M","Accountant, chartered public finance","9","33","1825.7100000000003","55.324545454545465","0"
"3585052663373890","M","Science writer","9","47","2571.5099999999993","54.71297872340424","0"
"3560336828629935","M","Embryologist, clinical","9","21","986.1999999999998","46.961904761904755","0"
"676234256292","M","Marketing executive","9","24","1995.8699999999997","83.16124999999998","0"
"2297447006766555","F","Landscape architect","9","85","6724.750000000001","79.11470588235295","0"
"4561892980175","F","Financial adviser","10","52","3253.8099999999995","62.57326923076922","0"
"2252055259910912","M","Arts development officer","10","75","6224.0599999999995","82.98746666666666","0"
"4302480582202074","M","Historic buildings inspector/conservation officer","10","46","2611.7799999999997","56.777826086956516","0"
"6011934240159560","M","Loss adjuster, chartered","10","37","3218.1400000000003","86.97675675675677","0"
"30030380240193","M","Pharmacist, community","10","71","5467.81","77.01140845070424","0"
"4067137330196900","F","Politician's assistant","10","32","2283.02","71.344375","0"
"4390966588600992777","M","Advertising copywriter","11","55","3218.2299999999996","58.51327272727272","0"
"3561212938177173","M","Minerals surveyor","11","12","855.79","71.31583333333333","0"
"3553629419254918","F","Research officer, political party","11","85","6676.6","78.54823529411765","0"
"4067137330196900","F","Politician's assistant","11","35","2563.5","73.24285714285715","0"
"4681699462969","M","Journalist, newspaper","11","76","7083.650000000001","93.20592105263158","0"
"3518758680062249","M","Location manager","11","40","2204.62","55.1155","0"
"3576281490078437","M","Financial adviser","11","22","1661.21","75.50954545454546","0"
"30199621383748","F","Sub","11","65","7763.57","119.43953846153846","0"
"4897067971111209737","M","Environmental education officer","12","67","3604.7200000000003","53.801791044776124","0"
"4841313716651064","M","Development worker, community","12","106","10605.51","100.05198113207547","0"
"501802953619","M","Call centre manager","12","54","2631.91","48.73907407407407","0"
"4687263141103","F","Economist","12","29","1443.3500000000001","49.77068965517242","0"
"4890424426862856940","M","Magazine features editor","13","92","4241.58","46.10413043478261","0"
"4689147265057948423","M","Human resources officer","13","61","9070.589999999998","148.69819672131146","0"
"3592325941359225","F","Purchasing manager","13","15","534.36","35.624","0"
"639046421587","M","Administrator, education","13","43","3916.72","91.08651162790697","0"
"377895991033232","F","Librarian, academic","13","30","1086.19","36.20633333333333","0"
"30446018552504","F","Seismic interpreter","13","36","1982.0399999999997","55.05666666666666","0"
"3582402971899057","F","Production manager","13","23","1328.0099999999998","57.739565217391295","0"
"3562679455732797","F","Maintenance engineer","13","42","2816.08","67.0495238095238","1"
"4449530933957323","F","Occupational psychologist","14","81","3663.9100000000003","45.23345679012346","0"
"4951647200979051","F","Scientist, research (physical sciences)","14","137","11530.7","84.16569343065694","0"
"348379466427142","M","Database administrator","14","27","2468.9700000000003","91.44333333333334","1"
"501802953619","M","Call centre manager","14","62","3046.9300000000003","49.14403225806452","0"
"180031190491743","F","Surveyor, land/geomatics","14","152","8625.75","56.7483552631579","0"
"4070511711385545","F","Engineer, mining","14","37","1961.0700000000002","53.001891891891894","0"
"2712209726293386","F","Designer, furniture","14","164","18920.350000000002","115.36798780487806","0"
"4561892980175","F","Financial adviser","15","26","1765.1599999999999","67.89076923076922","0"
"375974680629816","F","Herpetologist","18","119","4821.57","40.51739495798319","0"
"4244953610136705533","M","Licensed conveyancer","18","28","2279.66","81.41642857142857","0"
"560881134780","F","Soil scientist","19","26","1369.9100000000003","52.688846153846164","0"
"38199021865320","M","Naval architect","19","99","8402.34","84.87212121212121","0"
"4255397449664185994","M","Designer, interior/spatial","20","43","2773.9199999999996","64.50976744186046","0"
"180017442990269","F","Designer, textile","20","38","1919.86","50.52263157894737","0"
"4195832462863385","F","Exercise physiologist","20","20","918.76","45.938","0"
"4254074738931278","M","Radio producer","20","35","1816.9499999999998","51.912857142857135","0"
"3565414434959494","M","Materials engineer","20","20","886.65","44.332499999999996","0"
"30596478689301","M","Hotel manager","21","40","1691.45","42.28625","0"
"3560797065840735","F","Film/video editor","21","167","7471.68","44.74059880239521","0"
"6011477612335392","M","Designer, television/film set","21","26","1003.9799999999998","38.61461538461538","0"
"3514865930894695","M","Naval architect","21","87","4143.24","47.62344827586207","0"
"347073228412010","M","Administrator, local government","21","61","6399.85","104.9155737704918","0"
"4171397999167005","F","Museum/gallery exhibitions officer","21","17","763.81","44.93","0"
"6564459919350820","M","Public relations officer","21","16","624.2800000000001","39.017500000000005","0"
"4671727014157745","M","Retail banker","22","69","2729.8200000000006","39.56260869565218","0"
"2356276337669917","M","Paediatric nurse","22","53","2366.99","44.66018867924528","1"
"36721445180895","M","Diagnostic radiographer","22","69","4848.9800000000005","70.27507246376813","2"
"6517217825320610","M","Librarian, academic","22","78","6541.5","83.86538461538461","4"
"213198837352314","M","Equality and diversity officer","22","28","3574.4700000000003","127.65964285714287","2"
"503874407318","M","Exhibition designer","23","161","13829.990000000002","85.9005590062112","3"
"4066595222529","F","Quarry manager","23","68","3453.83","50.79161764705882","0"
"4430881574719618","F","Public relations account executive","0","89","6168.700000000001","69.31123595505619","0"
"3527536963490470","F","Social researcher","0","64","6455.530000000001","100.86765625000001","3"
"30092964733035","F","Advertising account executive","0","28","2558.1800000000003","91.36357142857143","0"
"6524376634971418","F","Engineer, aeronautical","0","52","3728.51","71.70211538461538","0"
"3589255887819806","M","Press photographer","0","63","3416.1400000000003","54.22444444444445","0"
"4715741951931168360","M","Sub","0","58","4175.5599999999995","71.99241379310344","0"
"502038091380","M","Engineer, agricultural","2","52","4663.03","89.67365384615384","1"
"374125201044065","M","Optician, dispensing","3","96","6629.429999999999","69.0565625","0"
"213124978348176","M","Mechanical engineer","4","60","4713.889999999999","78.56483333333333","0"
"4740713119940984","F","Pensions consultant","4","48","4166.18","86.79541666666667","0"
"36153880429415","M","Plant breeder/geneticist","5","43","3520.9500000000003","81.8825581395349","0"
"2383461948823908","M","Audiological scientist","5","82","6176.44","75.32243902439023","0"
"6011917798331152","M","Scientific laboratory technician","6","38","3091.67","81.35973684210526","0"
"376656886990758","M","Designer, jewellery","7","38","2137.2700000000004","56.24394736842106","0"
"4890424426862856940","M","Magazine features editor","7","39","2559.42","65.62615384615385","0"
"343464013864032","F","Call centre manager","7","65","3808.5399999999995","58.59292307692307","0"
"3559679414981506","F","Theme park manager","8","34","4124.02","121.29470588235296","0"
"3577596616955856","M","Buyer, industrial","9","26","1532.9599999999998","58.959999999999994","0"
"377654590313960","M","Teacher, special educational needs","9","75","5411.04","72.1472","0"
"4195740185974","M","Engineer, building services","9","46","2854.95","62.064130434782605","0"
"4358137750029944984","F","Sports administrator","9","23","1349.96","58.69391304347826","0"
"3551217896304745","F","Chartered loss adjuster","9","63","8782.86","139.4104761904762","0"
"4119762878330989","F","Archivist","9","68","3677.4900000000002","54.08073529411765","0"
"3598304579370089","M","Heritage manager","9","39","3435.6299999999997","88.09307692307691","0"
"4969856774088583","F","Advertising account planner","10","45","2032.06","45.156888888888886","0"
"3506042666828517","F","Fine artist","10","63","3582.61","56.8668253968254","0"
"4879265611163287","M","Advertising account executive","10","15","1238.88","82.59200000000001","0"
"4069975342931683","F","Sub","11","50","5292.45","105.84899999999999","0"
"3583793405872580","F","Amenity horticulturist","12","109","5381.990000000001","49.37605504587157","0"
"372520049757633","F","Ceramics designer","12","195","14589.11","74.81594871794871","0"
"4769426683924058915","F","Mining engineer","12","82","3935.2000000000003","47.990243902439026","0"
"180081032825079","F","Trading standards officer","12","42","2017.82","48.04333333333333","0"
"344342339068828","F","Tax adviser","12","43","3160.48","73.49953488372093","0"
"4451952084362894","M","Petroleum engineer","12","89","11408.59","128.18640449438203","0"
"3554849923339851","M","Cabin crew","13","30","8907.99","296.933","0"
"4226219726886852999","F","Field trials officer","13","37","2587.64","69.93621621621621","0"
"4319584480204988982","F","Chief Financial Officer","13","74","4199.42","56.74891891891892","0"
"6011381817520024","F","Product/process development scientist","13","67","2910.66","43.44268656716417","0"
"30487648872433","F","Counsellor","14","42","2078.74","49.49380952380952","0"
"4223708906367574214","M","Exhibition designer","14","76","8075.24","106.25315789473684","0"
"4689147265057948423","M","Human resources officer","14","81","3682.0399999999995","45.45728395061728","0"
"4481131401752","M","English as a second language teacher","14","50","3259.98","65.1996","0"
"4244953610136705533","M","Licensed conveyancer","14","28","2345.5299999999997","83.76892857142856","0"
"4292902571056973207","M","Therapist, horticultural","15","93","6031.860000000001","64.85870967741936","0"
"6592243974328236","M","Chemist, analytical","15","54","4798.139999999999","88.85444444444444","1"
"675990301623","F","Senior tax professional/tax inspector","15","119","4495.39","37.77638655462185","0"
"3586955669388457","M","Administrator, local government","15","33","3486.77","105.65969696969697","0"
"4725673654161314","M","Video editor","15","24","1145.0","47.708333333333336","0"
"561942763351","F","Prison officer","16","89","7645.330000000001","85.90258426966292","0"
"4195832462863385","F","Exercise physiologist","16","33","1647.42","49.92181818181818","0"
"4195832462863385","F","Exercise physiologist","17","18","1273.93","70.77388888888889","0"
"213195754007681","M","Commercial horticulturist","17","65","2966.419999999999","45.637230769230754","1"
"180047222886866","F","English as a foreign language teacher","17","29","1319.6000000000001","45.50344827586208","0"
"213174467670432","M","Podiatrist","18","52","2362.6800000000003","45.43615384615385","0"
"3560318482131952","M","Librarian, academic","18","97","5059.09","52.15556701030928","0"
"676148621961","F","Materials engineer","20","41","1810.71","44.163658536585366","0"
"377654590313960","M","Teacher, special educational needs","20","55","2725.3399999999997","49.551636363636355","0"
"565399283797","M","Economist","20","23","2055.2599999999998","89.3591304347826","0"
"4492491748959010","M","Advice worker","20","19","2119.1099999999997","111.53210526315787","0"
"3531606252458308","M","Artist","20","22","1410.79","64.12681818181818","0"
"4128027264554082","M","Barrister's clerk","21","68","2811.06","41.33911764705882","0"
"3568736585751727","M","Trading standards officer","21","73","7289.9800000000005","99.8627397260274","0"
"3581130339108561","M","Call centre manager","21","10","650.82","65.08200000000001","0"
"213186334552049","F","Chief Marketing Officer","21","62","3112.88","50.207741935483874","0"
"213136802746375","F","Civil engineer, contracting","21","19","562.33","29.596315789473685","0"
"630484879808","M","Early years teacher","21","79","8796.740000000002","111.35113924050636","0"
"4425161475596168","F","Drilling engineer","23","19","2473.9400000000005","130.20736842105265","0"
"180047222886866","F","English as a foreign language teacher","0","13","955.05","73.46538461538461","0"
"6011399591920186","F","Radio producer","0","55","3571.22","64.93127272727273","0"
"2252055259910912","M","Arts development officer","0","66","5280.55","80.00833333333334","0"
"3542162746848552","M","Communications engineer","0","26","2968.9700000000003","114.19115384615385","2"
"2254917871818484","F","Insurance underwriter","0","64","5323.040000000001","83.17250000000001","1"
"36581538659449","M","Occupational therapist","1","18","1425.1799999999998","79.17666666666666","1"
"675990301623","F","Senior tax professional/tax inspector","1","58","5196.84","89.60068965517242","1"
"30044330818990","F","Paramedic","3","68","10037.44","147.6094117647059","1"
"38057513087029","F","Geoscientist","3","24","2440.3","101.67916666666667","2"
"4311368326621416041","M","Community arts worker","3","38","2483.78","65.36263157894737","0"
"30446018552504","F","Seismic interpreter","3","15","1275.19","85.01266666666668","0"
"639095706599","M","Estate manager/land agent","4","19","808.48","42.55157894736842","0"
"30175986190993","F","Applications developer","4","84","5101.030000000001","60.72654761904763","1"
"3559679414981506","F","Theme park manager","5","35","3923.7000000000007","112.10571428571431","0"
"4956828990005111019","M","Operational researcher","5","59","3589.19","60.833728813559325","1"
"213154573301411","M","Horticultural therapist","5","35","3201.09","91.45971428571428","0"
"6595970453799027","F","Science writer","5","76","6419.550000000001","84.46776315789475","0"
"4658117080136","M","IT consultant","5","23","1136.06","49.39391304347826","0"
"676148621961","F","Materials engineer","5","47","3933.1699999999996","83.68446808510637","0"
"4657269323674365","F","Art gallery manager","6","56","4309.54","76.95607142857143","0"
"3547560454237873","M","Designer, jewellery","6","68","5036.419999999999","74.06499999999998","0"
"4089096483689733451","F","Multimedia programmer","6","42","4316.64","102.77714285714286","0"
"2305336922781618","M","Probation officer","6","67","4254.51","63.500149253731344","0"
"377834944388609","M","Product designer","6","23","3050.87","132.64652173913043","0"
"30235438713303","M","Exhibition designer","7","55","3725.92","67.744","1"
"503848303379","M","Sport and exercise psychologist","7","49","2616.35","53.39489795918367","0"
"6523180720198790","M","Biochemist, clinical","7","25","1767.45","70.69800000000001","0"
"180011453250192","M","Manufacturing engineer","7","80","6865.570000000001","85.819625","0"
"2610529083834453","F","Prison officer","7","12","2172.4799999999996","181.03999999999996","1"
"4469777115158234880","M","Market researcher","8","55","3207.4399999999996","58.3170909090909","0"
"3561212938177173","M","Minerals surveyor","8","9","391.68","43.52","0"
"4467456915153312231","F","Waste management officer","9","49","3171.4700000000003","64.72387755102041","0"
"371284100299909","F","Early years teacher","9","23","1430.0399999999997","62.17565217391303","0"
"30560609640617","M","Town planner","9","63","3562.76","56.551746031746035","0"
"30546453310167","M","Scientist, research (medical)","9","47","4245.97","90.33978723404256","0"
"376262134119629","M","Radiographer, therapeutic","9","52","5395.57","103.76096153846153","0"
"4410582919485061752","M","Therapist, occupational","9","43","2434.2000000000003","56.6093023255814","0"
"4725837176265195730","F","Higher education careers adviser","10","11","1493.93","135.81181818181818","0"
"6544734391390261","M","Community arts worker","10","42","2147.88","51.14","0"
"213155997615567","M","Race relations officer","11","43","3894.45","90.56860465116279","0"
"3554849923339851","M","Cabin crew","11","53","4163.889999999999","78.56396226415093","1"
"3577663406369449","M","Counselling psychologist","11","21","1781.51","84.83380952380952","0"
"378904938837132","F","Barrister","11","52","4459.6900000000005","85.76326923076924","0"
"3576021480694169","F","Secondary school teacher","11","47","2911.2699999999995","61.94191489361701","1"
"6011149206456997","M","Production assistant, television","11","14","1202.5700000000002","85.89785714285715","0"
"3583793405872580","F","Amenity horticulturist","11","40","2468.59","61.71475","0"
"4390966588600992777","M","Advertising copywriter","12","36","1859.8899999999999","51.66361111111111","0"
"4859525594182537","F","Psychotherapist, child","12","61","1811.8600000000001","29.702622950819674","0"
"343819048608995","F","Wellsite geologist","14","33","1870.1999999999998","56.672727272727265","0"
"4428154703770710","F","Chief Marketing Officer","14","32","1318.1399999999999","41.191874999999996","0"
"4764202053279782","M","Air cabin crew","14","33","2015.98","61.09030303030303","0"
"4505383113689","F","Quantity surveyor","15","40","2491.95","62.29875","0"
"3597337756918966","F","Insurance claims handler","15","26","1499.17","57.660384615384615","0"
"639077309909","M","Engineer, electronics","15","17","929.8600000000001","54.697647058823534","0"
"213199865312311","M","Pensions consultant","15","48","2021.8000000000002","42.12083333333334","0"
"676369110710","M","Engineer, automotive","16","147","7196.82","48.957959183673466","0"
"4996263498048679","F","Web designer","16","61","3364.47","55.15524590163934","0"
"345389171551808","M","Financial trader","16","130","7716.110000000001","59.35469230769231","0"
"4998109455173950","F","Counsellor","16","123","9512.07","77.33390243902438","0"
"3513506355699497","F","Scientist, clinical (histocompatibility and immunogenetics)","17","41","2528.29","61.66560975609756","0"
"2358122155477959","M","Conservator, furniture","17","21","886.5699999999999","42.217619047619046","0"
"38295635583927","F","Warden/ranger","17","116","5181.9299999999985","44.67181034482757","0"
"4587577161160601","F","Financial trader","18","105","3446.3100000000004","32.822","0"
"3506592072985012","M","Engineer, communications","18","95","4044.5099999999998","42.57378947368421","0"
"2268221587779419","F","Teaching laboratory technician","18","31","2566.6200000000003","82.79419354838711","0"
"180056173248083","M","Emergency planning/management officer","18","60","2197.09","36.61816666666667","0"
"376944481517097","F","Scientist, physiological","18","17","1014.4499999999999","59.673529411764704","0"
"3543299015720986","F","Teacher, English as a foreign language","19","50","3906.3600000000006","78.12720000000002","0"
"60422928733","M","Secondary school teacher","19","47","2214.43","47.115531914893616","0"
"180084576295055","M","Archaeologist","19","65","2505.5","38.54615384615385","0"
"4806443445305","M","Geochemist","20","26","835.77","32.144999999999996","0"
"4658490815480264","F","Systems developer","20","98","5870.249999999999","59.90051020408163","0"
"4561368699336875","F","Museum/gallery conservator","21","68","3203.88","47.11588235294118","0"
"3540017235499519","M","Broadcast engineer","22","15","1681.7500000000002","112.11666666666669","1"
"4220345354880","M","Agricultural consultant","22","51","4680.99","91.78411764705882","2"
"375904527651269","M","Nurse, mental health","23","43","2698.2","62.74883720930232","2"
"6596735789587928","M","Licensed conveyancer","23","29","1667.1999999999998","57.489655172413784","0"
"3528407217576457","F","Warden/ranger","0","26","3274.03","125.92423076923077","1"
"3596357274378601","M","Advice worker","1","43","3514.0400000000004","81.7218604651163","0"
"6011197122270059","M","Field seismologist","1","15","1375.45","91.69666666666667","0"
"3517527805128735","F","Medical secretary","1","50","6268.1900000000005","125.36380000000001","3"
"4497451418073897078","F","Radiographer, diagnostic","1","33","4405.38","133.49636363636364","3"
"502049568400","M","Health service manager","1","49","3609.1800000000003","73.65673469387755","0"
"4223708906367574214","M","Exhibition designer","2","70","6281.7","89.73857142857143","0"
"6593250708747804","F","Paramedic","2","35","4790.07","136.85914285714284","1"
"4904681492230012","F","Comptroller","2","89","6209.970000000001","69.77494382022473","0"
"4239552724014407","M","Secondary school teacher","3","66","4921.3099999999995","74.56530303030303","0"
"4713464490314802","M","Designer, industrial/product","3","21","1876.3300000000002","89.34904761904762","0"
"4599735407877245080","F","Geochemist","3","45","3066.6400000000003","68.14755555555556","1"
"38014427445058","F","Sport and exercise psychologist","3","32","2568.5699999999997","80.26781249999999","0"
"4147608975828480","M","Health and safety adviser","3","84","6691.6900000000005","79.6629761904762","0"
"4809701904914","F","Chemical engineer","3","57","6477.5599999999995","113.64140350877192","1"
"38588538868506","F","Lexicographer","3","51","4641.01","91.00019607843137","3"
"639077309909","M","Engineer, electronics","4","28","1240.3600000000001","44.298571428571435","0"
"375848982312810","M","Web designer","4","63","4925.91","78.18904761904761","0"
"3567527758368741","F","Scientist, biomedical","4","46","4130.04","89.78347826086956","0"
"4477156602511939689","F","Futures trader","5","22","2405.91","109.35954545454545","0"
"2254799658404120","F","Educational psychologist","5","31","3438.7799999999997","110.92838709677419","0"
"5130484058948421","M","Museum/gallery conservator","6","39","3511.8900000000003","90.04846153846155","0"
"30360260465747","F","Presenter, broadcasting","6","28","2928.4700000000003","104.5882142857143","0"
"2512312531485080","M","Producer, radio","6","64","3772.98","58.9528125","0"
"3528407217576457","F","Warden/ranger","6","28","3525.08","125.89571428571428","0"
"4342532437704183","M","Further education lecturer","7","39","2138.9300000000003","54.84435897435898","0"
"4683520018489354","M","Editor, magazine features","7","53","3466.68","65.40905660377358","0"
"38797410705641","M","Glass blower/designer","7","49","4626.67","94.42183673469388","1"
